train_loss,val_loss,train_acc,val_acc
1.5770402057946984,2.4674426006587757,46.51639344262295,28.922237380627557
0.9822482211249215,1.2973354457995738,70.46252927400468,67.9399727148704
0.7540655104002852,0.6656749973843563,78.04449648711943,82.40109140518418
0.6085133244058846,0.5566452712349157,84.4847775175644,86.63028649386085
0.5194738740384998,0.42665163873813,88.17330210772833,91.95088676671215
0.41755995468456797,0.4295360252444123,91.97892271662764,92.08731241473397
0.3703712541828111,0.37039174775797545,93.14988290398126,93.04229195088676
0.3330282019647558,0.3418144460914893,95.19906323185012,93.99727148703957
0.27424346249053294,0.28928312703987424,97.27751756440281,95.90723055934515
0.24846252736218918,0.3048333363432188,97.89227166276346,95.36152796725784
0.2511290542833699,0.2885390203369916,97.77517564402811,96.5893587994543
0.2230310234169212,0.2679362955311311,98.74121779859485,96.72578444747613
0.2141317356665743,0.2749371977896515,98.94613583138174,96.86221009549796
0.21020363602761083,0.2685529126761555,99.2096018735363,96.72578444747613
0.2045897271231131,0.28627244099507065,99.26814988290398,95.36152796725784
0.19964234101688555,0.2545203565331468,99.41451990632318,97.5443383356071
0.19381920023182236,0.24678586144889686,99.64871194379391,97.5443383356071
0.19031912109332566,0.24750201507772626,99.7072599531616,97.40791268758527
0.19149430888318905,0.24808906240320142,99.64871194379391,97.13506139154161
0.18882808612716281,0.24884658271261323,99.82435597189695,97.40791268758527
