ensemble_id,ensemble_members,weights,feature_types,input_lengths,ensemble_size,val_accuracy,val_macro_f1,val_weighted_f1,n_val,test_accuracy,test_macro_f1,test_weighted_f1,n_test,val_inference_time_sec,val_inference_time_ms_per_sample,test_inference_time_sec,test_inference_time_ms_per_sample,ensemble_dir,val_per_class_metrics_path,test_per_class_metrics_path,val_confusion_matrix,test_confusion_matrix
f0b1faecca30,"[""mel__mobilenetv3_small__ep40__seed0"", ""mel__mobilenetv3_small__ep40__seed1""]",,"[""mel"", ""mel""]","[32000, 32000]",2,0.9972714870395635,0.9957515067344063,0.9972623291855418,733,0.9918144611186903,0.9922469387374531,0.9917910117543298,733,1.8946742760017514,2.5848216589382695,1.5557177625596523,2.122398038962691,ensemble_runs/mel__mobilenetv3_small__ep40__seed0__PLUS__mel__mobilenetv3_small__ep40__seed1,ensemble_runs/mel__mobilenetv3_small__ep40__seed0__PLUS__mel__mobilenetv3_small__ep40__seed1/per_class_metrics_val.json,ensemble_runs/mel__mobilenetv3_small__ep40__seed0__PLUS__mel__mobilenetv3_small__ep40__seed1/per_class_metrics_test.json,"[[37, 0, 0, 0, 0, 0, 0, 0], [0, 27, 1, 0, 0, 0, 0, 0], [0, 0, 133, 0, 0, 0, 0, 0], [0, 0, 0, 76, 0, 0, 0, 0], [0, 0, 0, 0, 54, 0, 0, 0], [0, 0, 0, 1, 0, 90, 0, 0], [0, 0, 0, 0, 0, 0, 212, 0], [0, 0, 0, 0, 0, 0, 0, 102]]","[[37, 0, 0, 0, 0, 0, 0, 0], [0, 28, 0, 0, 0, 0, 0, 0], [0, 0, 133, 0, 0, 0, 0, 0], [0, 0, 0, 76, 0, 0, 0, 0], [0, 0, 0, 0, 54, 0, 0, 0], [0, 0, 0, 0, 1, 88, 2, 0], [0, 0, 0, 0, 0, 0, 212, 0], [0, 0, 2, 0, 1, 0, 0, 99]]"
