ensemble_id,ensemble_members,weights,feature_types,input_lengths,ensemble_size,val_accuracy,val_macro_f1,val_weighted_f1,n_val,test_accuracy,test_macro_f1,test_weighted_f1,n_test,val_inference_time_sec,val_inference_time_ms_per_sample,test_inference_time_sec,test_inference_time_ms_per_sample,ensemble_dir,val_per_class_metrics_path,test_per_class_metrics_path,val_confusion_matrix,test_confusion_matrix
e13b3bfb46ed,"[""wst1__resnet_small__ep40__seed1"", ""wst1__resnet_small__ep40__seed2""]",,"[""wst1"", ""wst1""]","[32000, 32000]",2,0.2019099590723056,0.07425267585114131,0.09500577932590157,733,0.19508867667121418,0.0657902672854858,0.08219859055753619,733,1.6072403471916914,2.1926880589245448,0.23718551639467478,0.3235818777553544,ensemble_runs/wst1__resnet_small__ep40__seed1__PLUS__wst1__resnet_small__ep40__seed2,ensemble_runs/wst1__resnet_small__ep40__seed1__PLUS__wst1__resnet_small__ep40__seed2/per_class_metrics_val.json,ensemble_runs/wst1__resnet_small__ep40__seed1__PLUS__wst1__resnet_small__ep40__seed2/per_class_metrics_test.json,"[[0, 0, 37, 0, 0, 0, 0, 0], [0, 0, 28, 0, 0, 0, 0, 0], [0, 0, 133, 0, 0, 0, 0, 0], [0, 0, 76, 0, 0, 0, 0, 0], [0, 0, 48, 0, 6, 0, 0, 0], [0, 0, 91, 0, 0, 0, 0, 0], [0, 0, 203, 0, 0, 0, 9, 0], [0, 0, 102, 0, 0, 0, 0, 0]]","[[0, 0, 37, 0, 0, 0, 0, 0], [0, 0, 28, 0, 0, 0, 0, 0], [0, 0, 133, 0, 0, 0, 0, 0], [0, 0, 76, 0, 0, 0, 0, 0], [0, 0, 49, 0, 5, 0, 0, 0], [0, 0, 91, 0, 0, 0, 0, 0], [0, 0, 207, 0, 0, 0, 5, 0], [0, 0, 102, 0, 0, 0, 0, 0]]"
