train_loss,val_loss,train_acc,val_acc
1.7356347049427256,1.4964086092185194,39.90046838407494,53.34242837653479
1.4701569795050162,1.4596272672832744,53.57142857142857,52.66030013642565
1.3259721539338802,1.174137894811279,59.104215456674474,68.75852660300137
1.1989678468302207,1.1145139480515358,64.84192037470726,69.44065484311051
1.1074668417490618,0.9989199409055515,68.64754098360656,72.8512960436562
1.0280292056483462,1.0721618904748684,71.42857142857143,68.21282401091405
0.9713413801907934,1.178520128964402,72.89227166276346,62.892223738062754
0.9283750516469361,0.8806075370002736,74.94145199063232,76.26193724420192
0.8895624253453918,1.0050147362002573,77.0784543325527,70.80491132332878
0.8524012695430871,0.8428410091634336,76.81498829039812,78.44474761255115
0.8295669360238997,0.8450658645018386,78.4543325526932,75.98908594815825
0.8001651134368128,0.9166289735458395,79.01053864168618,74.7612551159618
0.7975285170508213,0.8218573714831353,78.54215456674473,78.99045020463848
0.7639996983128353,0.7488715647837962,80.3864168618267,80.35470668485675
0.754889765723807,0.7814807551131567,80.59133489461358,78.99045020463848
0.7386430596858612,0.8172435632018731,81.55737704918033,78.99045020463848
0.7264042324986335,0.772057077894432,81.79156908665105,79.39972714870396
0.7084366438399992,1.1910451466845295,82.05503512880563,64.66575716234652
0.712281120605156,0.7385543134332841,82.52341920374707,81.58253751705321
0.7059410585731757,0.7264825646418667,82.49414519906323,81.58253751705321
0.7067938782012994,0.6766071334216962,82.40632318501171,82.12824010914052
0.6807005547807145,0.7180333500994829,83.5480093676815,81.03683492496589
0.67410480710885,0.6700090185356661,82.72833723653396,84.03819918144612
0.6641869187634221,0.6975338679381314,83.51873536299766,82.12824010914052
0.6592374284876035,0.8415089444769356,84.13348946135831,77.08049113233288
0.6533438140391187,0.6557540704901514,83.81147540983606,83.4924965893588
0.6587814109386828,0.6229920949161785,84.22131147540983,85.53888130968622
0.655692028915575,0.7272680482304925,83.75292740046838,82.67394270122783
0.6429993416721425,0.6015690220329316,84.66042154566745,86.08458390177353
0.6243932344874398,0.6160098115874183,85.53864168618267,85.12960436562074
0.6215950937405124,0.6009106031056153,85.07025761124122,85.53888130968622
0.6201780658974302,0.6233143764986347,85.24590163934427,85.12960436562074
0.6135607889441194,0.6248759439502212,85.59718969555036,85.12960436562074
0.6205046585907144,0.5730578182176224,85.88992974238876,86.49386084583902
0.6022830932145934,0.6323686669012697,85.9192037470726,83.62892223738062
0.5959594872293763,0.583814139011612,85.86065573770492,85.9481582537517
0.5877098196842632,0.5902952906379596,86.44613583138174,87.03956343792633
0.585180012068648,0.6077485531771817,86.68032786885246,86.63028649386085
0.5976917366791665,0.6172359323111271,86.29976580796253,85.26603001364256
0.5894110575492824,0.6430030813158616,86.211943793911,85.40245566166439
0.5801674218311801,0.5677505177820525,86.79742388758783,88.13096862210095
0.5821838405428224,0.5685687181406425,86.88524590163935,87.72169167803547
0.5852645371781021,0.562199620888308,86.76814988290398,87.44884038199181
0.5856820961909774,0.5677399138474042,86.76814988290398,87.58526603001364
0.5660293766709624,0.5422890470915894,87.03161592505855,88.26739427012278
0.5825322456047183,0.5471778719356896,86.68032786885246,88.13096862210095
0.568983016095061,0.5750627976322564,87.14871194379391,86.63028649386085
0.5654395581408462,0.5410717623295596,87.26580796252928,88.54024556616643
0.5658558004773473,0.557531337539626,87.44145199063232,87.72169167803547
0.5612487047561717,0.5410038134410957,87.61709601873537,88.13096862210095
0.5652231818339863,0.5370129254147268,87.61709601873537,88.54024556616643
0.5606903549658889,0.5429792785546952,87.47072599531616,87.8581173260573
0.5585101618141425,0.5359103106379021,87.85128805620609,88.94952251023193
0.5630044200102116,0.5370987857022357,86.85597189695551,88.8130968622101
0.56036946407805,0.5327683065955668,87.76346604215456,88.67667121418826
0.5610957458371022,0.5297078775676504,88.02693208430914,88.94952251023193
0.5571115829347169,0.5322689532745747,87.5,88.94952251023193
0.561605829405282,0.5354136487959514,87.41217798594847,89.08594815825376
0.5688155674543537,0.5357257126135521,87.64637002341921,88.94952251023193
0.5555335240006726,0.5343283061929159,87.76346604215456,88.67667121418826
